name,who_is_it_good_for,who_should_avoid,combined
Sulfur,"[' ', 'Acne', ' ', 'Blackheads', ' ', 'Pregnancy']","[' ', 'Related Allergy']"," Sulfur is suitable for: Acne, Blackheads, Pregnancy.
 People with Related Allergy should avoid Sulfur.
Sulfur: Sulfur offers benefits such as:
- Exhibits potential anti-inflammatory effects, helping to soothe and calm skin conditions such as acne and rosacea.
- Possesses antimicrobial properties, assisting in fighting bacteria and fungi on the skin's surface.
- May regulate excess oil production, making it beneficial for individuals with oily or acne-prone skin."
Squalane,"[' ', 'Dry and dehydrated skin', ' ', 'Impaired skin barrier', ' ', 'Radiance', ' ', 'Pregnancy', ' ', 'Texture']","[' ', 'Related Allergy']"," Squalane is suitable for: Dry and dehydrated skin, Impaired skin barrier, Radiance, Pregnancy, Texture.
 People with Related Allergy should avoid Squalane.
Squalane: Squalane offers benefits such as:
- Acts as a highly effective emollient, providing immediate and long-lasting hydration to the skin, helping to improve moisture retention and maintain a soft and supple complexion.
- Forms a protective barrier on the skin's surface, preventing moisture loss and protecting the skin from environmental stressors.
- Can help balance oil production, making it beneficial for individuals with oily or acne-prone skin."
Urea,"[' ', 'Dry and dehydrated skin', ' ', 'Radiance', ' ', 'Pregnancy', ' ', 'Texture']","[' ', 'Related Allergy']"," Urea is suitable for: Dry and dehydrated skin, Radiance, Pregnancy, Texture.
 People with Related Allergy should avoid Urea.
Urea: Urea offers benefits such as:
- Acts as an effective moisturizer, helping to hydrate and soften the skin by attracting and retaining water.
- Assists in exfoliation, as it can help to loosen and slough off dead skin cells, promoting a smoother and more refined skin texture.
- Can improve the overall barrier function of the skin, supporting a stronger and healthier skin barrier.
- Helps to alleviate dry and rough skin conditions, making it beneficial for individuals with dry or dehydrated skin."
Sodium Lactate,"[' ', 'Dry and dehydrated skin', ' ', 'Pregnancy', ' ', 'Texture']","[' ', 'Related Allergy']"," Sodium Lactate is suitable for: Dry and dehydrated skin, Pregnancy, Texture.
 People with Related Allergy should avoid Sodium Lactate.
Sodium Lactate: NMFs offer benefits such as:
- Provide essential hydration to the skin, attracting and retaining moisture from the environment.
- Help maintain the skin's barrier function, preventing excessive water loss and protecting against external irritants.
- Contribute to the suppleness and smoothness of the skin's surface.
- Play a vital role in the overall health and appearance of the skin."
Turmeric Root Extract,"[' ', 'Redness', ' ', 'Pregnancy']","[' ', 'Related Allergy']"," Turmeric Root Extract is suitable for: Redness, Pregnancy.
 People with Related Allergy should avoid Turmeric Root Extract.
Turmeric Root Extract: Turmeric root extract offers benefits such as:
- Acts as a potent antioxidant, helping to neutralize free radicals and protect the skin from environmental stressors that can lead to premature aging.
- Can help soothe and calm irritated or inflamed skin, making it beneficial for individuals with sensitive or reactive skin.
- Assists in brightening the skin, promoting a more even and radiant complexion.
- Can improve the overall appearance of skin texture, making it beneficial for individuals with concerns about skin roughness or uneven tone."
Valine,"[' ', 'Dry and dehydrated skin', ' ', 'Pregnancy', ' ', 'Texture']","[' ', 'Related Allergy']"," Valine is suitable for: Dry and dehydrated skin, Pregnancy, Texture.
 People with Related Allergy should avoid Valine.
Valine: Helps support the skin barrier and protect against external aggressors. It's great for Dehydrated skin and helping to skin feel smooth and supple."
Trehalose,"[' ', 'Dry and dehydrated skin', ' ', 'Pregnancy', ' ', 'Texture']","[' ', 'Related Allergy']"," Trehalose is suitable for: Dry and dehydrated skin, Pregnancy, Texture.
 People with Related Allergy should avoid Trehalose.
Trehalose: NMFs offer benefits such as:
- Provide essential hydration to the skin, attracting and retaining moisture from the environment.
- Help maintain the skin's barrier function, preventing excessive water loss and protecting against external irritants.
- Contribute to the suppleness and smoothness of the skin's surface.
- Play a vital role in the overall health and appearance of the skin."
Tripleurospermum Maritimum Extract,"[' ', 'Dry and dehydrated skin', ' ', 'Fine Lines', ' ', 'Pregnancy', ' ', 'Wrinkles']","[' ', 'Related Allergy']"," Tripleurospermum Maritimum Extract is suitable for: Dry and dehydrated skin, Fine Lines, Pregnancy, Wrinkles.
 People with Related Allergy should avoid Tripleurospermum Maritimum Extract.
Tripleurospermum Maritimum Extract: Helps to moisturise the skin with some benefits including the treatment of wrinkles and fine lines."
Triazine Diethyl Butamidotriazone,"[' ', 'UV Protection']","[' ', 'Pregnancy', ' ', 'Sensitive']"," Triazine Diethyl Butamidotriazone is suitable for: UV Protection.
 People with Pregnancy,Sensitive should avoid Triazine Diethyl Butamidotriazone.
Triazine Diethyl Butamidotriazone: As with other synthetic UV filters, it works by absorbing UV light in the outer layers of the epidermis, then converting it into heat (to neutralise the energy which can lead to cell damage), and scattering it away from the body."
Thiamidol,"[' ', 'Pigmentation', ' ', 'Post Blemish Marks', ' ', 'Pregnancy']","[' ', 'Related Allergy']"," Thiamidol is suitable for: Pigmentation, Post Blemish Marks, Pregnancy.
 People with Related Allergy should avoid Thiamidol.
Thiamidol: Thiamidol offers benefits such as:
- Targets and inhibits melanin production in the skin, helping to reduce the appearance of dark spots and hyperpigmentation.
- Assists in preventing the formation of new dark spots, making it beneficial for individuals with concerns about sun damage and uneven skin tone.
- Can improve the overall clarity and brightness of the skin, promoting a more even and radiant complexion.
- Supports a more uniform and balanced skin tone, contributing to a youthful and healthy-looking appearance."
Tranexamic Acid,"[' ', 'Pigmentation', ' ', 'Post Blemish Marks', ' ', 'Radiance', ' ', 'Pregnancy']","[' ', 'Related Allergy']"," Tranexamic Acid is suitable for: Pigmentation, Post Blemish Marks, Radiance, Pregnancy.
 People with Related Allergy should avoid Tranexamic Acid.
Tranexamic Acid: Tranexamic acid offers benefits such as:
- Targets and inhibits excess melanin production in the skin, making it effective in reducing the appearance of dark spots and hyperpigmentation.
- Can help improve the overall evenness and clarity of the skin, promoting a more uniform complexion.
- Assists in preventing the formation of new dark spots, making it beneficial for individuals with concerns about sun-induced discolorations or post-inflammatory hyperpigmentation.
- Supports a more balanced and radiant skin tone, contributing to a youthful and healthy-looking appearance."
Tomato Stem Cells,"[' ', 'Elasticity', ' ', 'Fine Lines', ' ', 'Pregnancy', ' ', 'Wrinkles']","[' ', 'Related Allergy']"," Tomato Stem Cells is suitable for: Elasticity, Fine Lines, Pregnancy, Wrinkles.
 People with Related Allergy should avoid Tomato Stem Cells.
Tomato Stem Cells: Tomato stem cells offer benefits such as:
- Provides antioxidant protection, helping to neutralize free radicals and defend the skin from environmental stressors that can lead to premature aging.
- Supports the skin's natural repair processes, contributing to a more resilient and rejuvenated complexion.
- Can help improve the overall firmness and elasticity of the skin, promoting a more youthful and toned appearance.
- Assists in protecting the skin from oxidative stress and damage caused by UV rays and pollution."
Teprenone,"[' ', 'Enlarged Pores', ' ', 'Impaired skin barrier', ' ', 'Pigmentation', ' ', 'Redness', ' ', 'Pregnancy', ' ', 'Texture']","[' ', 'Related Allergy']"," Teprenone is suitable for: Enlarged Pores, Impaired skin barrier, Pigmentation, Redness, Pregnancy, Texture.
 People with Related Allergy should avoid Teprenone.
Teprenone: Teprenone offers benefits such as:
- Supports the skin's natural defense mechanisms against environmental stressors, such as UV rays and pollution.
- Can help improve the skin's moisture retention and barrier function, promoting a well-hydrated and healthier-looking complexion.
- May help improve the overall texture and firmness of the skin, supporting a smoother and more supple complexion."
Threonine,"[' ', 'Dry and dehydrated skin', ' ', 'Pregnancy', ' ', 'Texture']","[' ', 'Related Allergy']"," Threonine is suitable for: Dry and dehydrated skin, Pregnancy, Texture.
 People with Related Allergy should avoid Threonine.
Threonine: Helps support the skin barrier and protect against external aggressors. It's great for Dehydrated skin and helping to skin feel smooth and supple."
Zinc Gluconate,"[' ', 'Acne', ' ', 'Blackheads', ' ', 'Enlarged Pores', ' ', 'Redness']","[' ', 'Related Allergy']"," Zinc Gluconate is suitable for: Acne, Blackheads, Enlarged Pores, Redness.
 People with Related Allergy should avoid Zinc Gluconate.
Zinc Gluconate: Zinc salts such as zinc gluconate, zinc PCA and zinc sulphate are used for their anti-inflammatory and sebum regulating properties."
Tetrahexyldecyl Ascorbate,"[' ', 'Elasticity', ' ', 'Fine Lines', ' ', 'Pigmentation', ' ', 'Radiance', ' ', 'Wrinkles']","[' ', 'Related Allergy', ' ', 'Impaired skin barrier']"," Tetrahexyldecyl Ascorbate is suitable for: Elasticity, Fine Lines, Pigmentation, Radiance, Wrinkles.
 People with Related Allergy,Impaired skin barrier should avoid Tetrahexyldecyl Ascorbate.
Tetrahexyldecyl Ascorbate: Tetrahexyldecyl ascorbate not only reduces dark marks and skin discolorations but also brightens and evens your facial skin tone."
Zinc,"[' ', 'Acne', ' ', 'Blackheads', ' ', 'Oily', ' ', 'Redness']","[' ', 'Related Allergy']"," Zinc is suitable for: Acne, Blackheads, Oily, Redness.
 People with Related Allergy should avoid Zinc.
Zinc: Zinc offers benefits such as:
- Assists in soothing and calming irritated skin: Zinc has anti-inflammatory properties that can help alleviate redness and irritation.
- Supports wound healing: Zinc is involved in the production of collagen, which is essential for skin repair and wound healing.
- Helps regulate sebum production: Zinc gluconate can help control excess oil production, making it beneficial for individuals with oily or acne-prone skin."
Yerba Mate Extract,"[' ', 'Impaired skin barrier']","[' ', 'Related Allergy']"," Yerba Mate Extract is suitable for: Impaired skin barrier.
 People with Related Allergy should avoid Yerba Mate Extract.
Yerba Mate Extract: Yerba mate extract offers benefits such as:
- Acts as an antioxidant, helping to neutralize free radicals and protect the skin from environmental stressors that can lead to premature aging.
- Assists in soothing and calming the skin, making it beneficial for individuals with sensitive or irritated skin.
- Can help improve the appearance of tired or dull skin, promoting a more vibrant and energized complexion."
Yeast Amino Acids,"[' ', 'Dry and dehydrated skin']","[' ', 'Related Allergy']"," Yeast Amino Acids is suitable for: Dry and dehydrated skin.
 People with Related Allergy should avoid Yeast Amino Acids.
Yeast Amino Acids: Helps to maintain firm, youthful skin through promoting collagen production and moisturising the skin. "
Willow Herb Extract,"[' ', 'Impaired skin barrier']","[' ', 'Related Allergy']"," Willow Herb Extract is suitable for: Impaired skin barrier.
 People with Related Allergy should avoid Willow Herb Extract.
Willow Herb Extract: Willow herb extract offers benefits such as:
- Acts as an anti-inflammatory, helping to calm and soothe irritated or sensitive skin, making it beneficial for individuals with skin conditions like redness or rosacea.
- Provides antioxidant benefits, helping to neutralize free radicals and protect the skin from environmental stressors that can lead to premature aging."
Willow Bark Extract,"[' ', 'Acne', ' ', 'Blackheads', ' ', 'Enlarged Pores', ' ', 'Oily', ' ', 'Redness', ' ', 'Radiance']","[' ', 'Related Allergy', ' ', 'Dry Dehydrated', ' ', 'Impaired skin barrier']"," Willow Bark Extract is suitable for: Acne, Blackheads, Enlarged Pores, Oily, Redness, Radiance.
 People with Related Allergy,Dry Dehydrated,Impaired skin barrier should avoid Willow Bark Extract.
Willow Bark Extract: Willow bark extract offers benefits such as:
- Acts as a gentle exfoliant, helping to remove dead skin cells and unclog pores, making it beneficial for individuals with acne-prone or congested skin.
- Assists in soothing and calming the skin, making it beneficial for individuals with sensitive or irritated skin.
- Can help reduce the appearance of redness and inflammation associated with acne or other skin conditions.
- Supports the skin's natural renewal process, contributing to a smoother and more refined skin texture."
Wild Cherry Extract,"[' ', 'Impaired skin barrier']","[' ', 'Related Allergy']"," Wild Cherry Extract is suitable for: Impaired skin barrier.
 People with Related Allergy should avoid Wild Cherry Extract.
Wild Cherry Extract: Wild cherry extract offers benefits such as:
- Acts as an antioxidant, helping to neutralize free radicals and protect the skin from environmental stressors that can lead to premature aging.
- Assists in soothing and calming the skin, making it beneficial for individuals with sensitive or irritated skin."
White Tea,"[' ', 'Redness']","[' ', 'Related Allergy']"," White Tea is suitable for: Redness.
 People with Related Allergy should avoid White Tea.
White Tea: White tea offers benefits such as:
- Acts as a potent antioxidant, helping to neutralize free radicals and protect the skin from environmental stressors that can lead to premature aging.
- Assists in soothing and calming the skin, making it beneficial for individuals with sensitive or irritated skin.
- Can improve the overall appearance of the skin, promoting a more radiant and rejuvenated complexion."
Vitamin K1,"[' ', 'Anyone']","[' ', 'Related Allergy']"," Vitamin K1 is suitable for: Anyone.
 People with Related Allergy should avoid Vitamin K1.
Vitamin K1: Vitamin K1 offers benefits such as:
- Supports the skin's natural healing processes, making it beneficial for individuals with post-procedure redness or bruises.
- Can help reduce the appearance of dark circles under the eyes, particularly those caused by blood vessels close to the skin's surface.
- Provides antioxidant benefits, helping to protect the skin from oxidative stress and environmental damage."
Vitamin E,"[' ', 'Dry and dehydrated skin', ' ', 'Impaired skin barrier', ' ', 'Redness', ' ', 'Texture']","[' ', 'Related Allergy']"," Vitamin E is suitable for: Dry and dehydrated skin, Impaired skin barrier, Redness, Texture.
 People with Related Allergy should avoid Vitamin E.
Vitamin E: Vitamin E offers benefits such as:
- Acts as a powerful antioxidant, helping to neutralize free radicals and protect the skin from environmental damage, such as UV rays and pollution.
- Supports the skin's natural repair processes, promoting a healthier and more resilient complexion.
- Assists in maintaining the skin's moisture balance, helping to prevent water loss and keep the skin well-hydrated.
- Can improve skin texture and elasticity, contributing to a smoother and more youthful appearance."
Vitamin C,"[' ', 'Elasticity', ' ', 'Fine Lines', ' ', 'Pigmentation', ' ', 'Radiance', ' ', 'Pregnancy', ' ', 'Wrinkles']","[' ', 'Related Allergy', ' ', 'Sensitive', ' ', 'Dry Dehydrated', ' ', 'Impaired skin barrier']"," Vitamin C is suitable for: Elasticity, Fine Lines, Pigmentation, Radiance, Pregnancy, Wrinkles.
 People with Related Allergy,Sensitive,Dry Dehydrated,Impaired skin barrier should avoid Vitamin C.
Vitamin C: Vitamin C promotes Collagen synthesis, so can help make the skin firmer. It also helps with hyperpigmentation, dark spots, and uneven skin tone as well as preventing damage from the sun by neutralising free radicals."
Vitamin B5,"[' ', 'Dry and dehydrated skin', ' ', 'Impaired skin barrier', ' ', 'Redness', ' ', 'Radiance', ' ', 'Pregnancy', ' ', 'Texture']","[' ', 'Related Allergy']"," Vitamin B5 is suitable for: Dry and dehydrated skin, Impaired skin barrier, Redness, Radiance, Pregnancy, Texture.
 People with Related Allergy should avoid Vitamin B5.
Vitamin B5: Vitamin B5 offers benefits such as:
- Acts as an effective humectant, attracting and retaining moisture in the skin, helping to keep it well-hydrated and plump.
- Can improve skin barrier function, supporting a healthier and stronger skin barrier that helps protect against external aggressors.
- Assists in soothing and calming irritated or inflamed skin, making it beneficial for individuals with sensitive or reactive skin.
- Promotes skin repair and regeneration, contributing to a more revitalized and rejuvenated complexion."
Vitamin A,"[' ', 'Acne', ' ', 'Blackheads', ' ', 'Elasticity', ' ', 'Enlarged Pores', ' ', 'Fine Lines', ' ', 'Pigmentation', ' ', 'Radiance', ' ', 'Texture', ' ', 'Wrinkles']","[' ', 'Pregnancy', ' ', 'Sensitive', ' ', 'Impaired skin barrier']"," Vitamin A is suitable for: Acne, Blackheads, Elasticity, Enlarged Pores, Fine Lines, Pigmentation, Radiance, Texture, Wrinkles.
 People with Pregnancy,Sensitive,Impaired skin barrier should avoid Vitamin A.
Vitamin A: This ingredient is an antioxidant that stimulates collagen production, treating fine lines, wrinkles and a reduction of elasticity in the skin which can naturally come with aging.  It exfoliates the skin, unclogging  pores, helping treat acne and blemishes and improving the overall appearance of the skin making it smooth and supple. "
Vibrio Alginolyticus Ferment Filtrate,"[' ', 'Dry and dehydrated skin', ' ', 'Fine Lines', ' ', 'Pregnancy', ' ', 'Wrinkles']","[' ', 'Related Allergy']"," Vibrio Alginolyticus Ferment Filtrate is suitable for: Dry and dehydrated skin, Fine Lines, Pregnancy, Wrinkles.
 People with Related Allergy should avoid Vibrio Alginolyticus Ferment Filtrate.
Vibrio Alginolyticus Ferment Filtrate: Helps to moisturise the skin with some benefits including the treatment of wrinkles and fine lines."
Tea Tree Oil,"[' ', 'Blackheads', ' ', 'Redness', ' ', 'Pregnancy']","[' ', 'Related Allergy']"," Tea Tree Oil is suitable for: Blackheads, Redness, Pregnancy.
 People with Related Allergy should avoid Tea Tree Oil.
Tea Tree Oil: Tea tree oil offers benefits such as:
- Acts as a natural antibacterial agent, helping to combat acne-causing bacteria and prevent breakouts.
- Can help soothe and calm irritated or inflamed skin, making it beneficial for individuals with acne-prone or sensitive skin.
- Provides antifungal properties, which can be useful in addressing certain fungal skin infections.
- Assists in reducing redness and swelling associated with skin conditions, such as acne and minor skin irritations."
Zinc Sulfate,"[' ', 'Anyone']","[' ', 'Related Allergy']"," Zinc Sulfate is suitable for: Anyone.
 People with Related Allergy should avoid Zinc Sulfate.
Zinc Sulfate: Zinc salts such as zinc gluconate, zinc PCA and zinc sulphate are used for their anti-inflammatory and sebum regulating properties."
Zinc PCA,"[' ', 'Acne', ' ', 'Blackheads', ' ', 'Enlarged Pores', ' ', 'Fine Lines', ' ', 'Redness']","[' ', 'Related Allergy']"," Zinc PCA is suitable for: Acne, Blackheads, Enlarged Pores, Fine Lines, Redness.
 People with Related Allergy should avoid Zinc PCA.
Zinc PCA: Zinc salts such as zinc gluconate, zinc PCA and zinc sulphate are used for their anti-inflammatory and sebum regulating properties."
Neoglucosamine,"[' ', 'Blackheads', ' ', 'Elasticity', ' ', 'Enlarged Pores', ' ', 'Fine Lines', ' ', 'Pigmentation', ' ', 'Post Blemish Marks', ' ', 'Radiance', ' ', 'Pregnancy', ' ', 'Wrinkles']","[' ', 'Related Allergy', ' ', 'Impaired skin barrier']"," Neoglucosamine is suitable for: Blackheads, Elasticity, Enlarged Pores, Fine Lines, Pigmentation, Post Blemish Marks, Radiance, Pregnancy, Wrinkles.
 People with Related Allergy,Impaired skin barrier should avoid Neoglucosamine.
Neoglucosamine: Neoglucosamine offers benefits such as:
- Supports the skin's natural production of hyaluronic acid, contributing to increased hydration and improved skin elasticity.
- Enhances the overall skin barrier function, promoting a healthier and smoother complexion."
Taurine,"[' ', 'Dry and dehydrated skin', ' ', 'Radiance', ' ', 'Pregnancy', ' ', 'Texture']","[' ', 'Related Allergy']"," Taurine is suitable for: Dry and dehydrated skin, Radiance, Pregnancy, Texture.
 People with Related Allergy should avoid Taurine.
Taurine: Helps support the skin barrier and protect against external aggressors. It's great for Dehydrated skin and helping to skin feel smooth and supple."
Sodium Ascorbyl Phosphate,"[' ', 'Acne', ' ', 'Blackheads', ' ', 'Fine Lines', ' ', 'Pigmentation', ' ', 'Radiance']","[' ', 'Related Allergy', ' ', 'Impaired skin barrier']"," Sodium Ascorbyl Phosphate is suitable for: Acne, Blackheads, Fine Lines, Pigmentation, Radiance.
 People with Related Allergy,Impaired skin barrier should avoid Sodium Ascorbyl Phosphate.
Sodium Ascorbyl Phosphate: Sodium ascorbyl phosphate helps brighten the skin, even tone, increases collagen products, fights free radicals, and has antimicrobial benefits."
